0.35198,-0.037657,0.049448
0.85461,0.48726,-0.76453
0.95005,0.35149,1.1927
-0.011549,-0.33214,0.56635
0.85628,0.72761,0.81244
-0.1325,0.21412,0.74793
-1.8321,-1.4611,-0.69254
-0.58488,0.090433,-0.093217
-0.82666,0.88804,0.90321
-1.2312,-1.4169,-0.55607
-1.2069,-0.024254,-1.8408
-1.2436,-0.088578,-0.24852
-0.9179,-0.94607,-1.0086
0.83645,0.68551,-0.061477
-1.1271,-2.0748,-1.1188
-0.26356,-0.90321,-0.55284
2.5696,1.1918,0.72311
0.27889,-0.8734,-0.45167
0.10598,2.1499,-0.65286
-2.4703,-1.4851,-2.169
0.39857,0.48726,-0.65286
1.3433,0.033266,0.27361
-0.39233,-1.3617,-1.4001
0.27793,-0.37369,-0.45653
-1.0941,0.080233,-0.1176
0.37691,-0.39957,0.4774
0.48388,1.028,0.56635
-1.1271,-1.4446,-1.9648
-1.0102,-1.4393,-0.548
-0.043436,-1.5041,0.27361
1.268,1.2258,0.033266
0.92709,0.021713,-0.59478
-0.19761,0.48466,0.39482
-0.013628,1.0229,0.013628
-1.1913,-1.3236,-0.56039
0.76546,-0.28057,0.18302
0.72671,0.52347,0.43409
-0.47766,-1.2768,-0.40207
-0.71622,-0.52665,0.78511
-0.28683,-0.79902,0.24662
0.1416,-0.13344,0.52533
-1.5987,-0.84831,0.36997
1.4157,0.39233,-0.27074
0.37269,0.12808,-0.089506
1.7985,2.2845,-0.22524
0.44732,-1.5816,0.1423
-0.55096,0.39233,-0.77042
0.7911,1.1107,0.60612
-0.37319,-0.16122,0.69196
0.59312,0.24924,-0.043205
-1.2219,-0.10436,-1.0426
-0.10854,-0.49873,0.91123
0.46604,0.10204,-1.0713
-0.30783,-1.0257,-0.2914
-0.52109,0.38709,0.009701
0.29116,0.010163,0.70049
1.5245,1.3405,1.5594
-0.58817,-0.96982,-0.78448
-0.61726,1.2578,0.049448
0.20774,-0.43561,1.6624
-1.0308,-0.39707,-0.88941
0.85628,-0.29695,0.5523
-0.65315,0.84698,-2.157
1.6293,0.067727,1.2234
0.67011,0.48726,0.92319
-1.0502,-0.63552,-2.266
-0.024254,-1.394,0.79047
-1.6046,0.71056,-0.84302
0.29429,-0.14977,-0.97205
-0.50449,-0.59092,-2.5007
-0.0046195,0.7804,0.85461
-0.8371,-0.62314,-0.7394
-0.80891,-0.60362,0.16895
-0.33507,-0.32458,0.62314
0.22145,1.2831,0.58625
1.7961,0.31947,1.7378
-0.11388,0.41136,-1.4432
0.22145,-0.26882,-0.20562
1.1686,1.1072,-0.97205
0.84368,1.0454,1.2537
0.3861,0.37022,-0.548
1.7033,2.442,2.3343
-0.18655,1.1293,1.1284
-2.143,-1.0697,-1.2975
0.39557,0.7667,0.17457
0.87712,0.74062,0.98584
0.3071,0.9713,0.13693
0.77946,0.87645,0.44324
2.0293,0.15421,1.1627
0.76918,1.5304,0.43054
-0.95806,-0.82601,-1.2461
-0.4096,0.37393,0.1638
-1.6754,-1.4747,-1.683
0.58872,0.36133,0.25663
-0.18819,-0.0062363,0.92319
1.3007,0.15771,1.5562
1.1438,0.054537,0.89112
0.77946,0.33947,1.4125
1.6363,0.99527,0.87509
0.88052,0.47403,0.74488
-0.42902,0.4681,-0.46501
0.8853,1.8535,0.020789
0.89422,-0.84236,0.74488
-1.1478,-0.67301,0.47248
-0.37542,-0.31413,-0.40734
-0.20892,-1.3759,-0.025872
-1.2209,-2.2313,-1.7624
0.99755,-0.4831,-0.097161
-0.74823,-0.074442,-0.59892
0.27289,-1.544,-0.44222
-1.0783,-0.62679,1.1792
-0.4346,-1.2093,-0.86497
-0.6759,0.04598,-0.31802
0.031417,0.6943,-0.14907
-0.078612,-1.9585,-1.5034
-0.33238,-0.33458,2.0366
0.51713,-0.4532,0.3774
0.063329,-0.10134,-0.24852
0.068884,-0.17223,1.3617
0.40759,-0.15678,0.36528
-0.50764,-0.89663,-1.1005
-0.60196,1.2831,0.42017
1.2238,-0.02102,-0.21696
-0.53197,1.6046,0.4573
0.38983,0.58955,1.0733
1.8198,1.3225,1.4914
0.76453,0.25114,0.36232
-1.3028,0.060783,-1.0426
-1.4419,-2.3827,-1.9163
-1.5186,-1.7265,-1.0891
-1.2567,0.4435,-2.143
-0.73697,-0.72791,-1.4492
-0.96392,-1.3583,-1.3952
-0.70908,-0.45525,0.19808
0.19643,0.55553,-0.84831
-0.20255,-0.22477,-1.1314
-0.55365,-0.63242,-0.26667
-0.19643,0.0078531,-0.27074
-3.0795,-0.20869,-1.9569
-0.87882,-1.8321,-1.2512
-1.0828,0.26093,0.28996
-0.93707,0.2837,0.16895
-2.0063,-0.14276,-0.30396
0.3202,-0.49638,-0.043205
2.0167,2.4242,2.169
0.10598,0.73485,-0.020789
-1.1894,-0.21412,0.40558
0.16192,1.004,0.41488
0.58653,-0.12505,0.3774
0.85328,-0.11598,1.4081
0.7911,1.4907,-1.1249
-0.44962,0.47817,-1.6328
0.70404,-0.73607,-0.32264
-0.0060053,0.55149,-0.96209
-2.0421,0.42118,-0.50659
-0.93707,-0.70937,-1.802
-1.5356,-0.79648,-1.2753
-2.1077,-1.4747,-1.0268
1.0779,0.67794,-0.14066
1.4106,1.6479,-0.31316
0.76144,0.62033,0.83122
-0.80699,-1.7548,-0.5137
0.39283,0.24614,-1.4984
2.1546,1.3342,1.7275
1.0971,0.31947,0.77167
0.074442,0.4681,0.3185
0.23093,-0.0085461,0.51343
-0.12738,-0.00092389,1.5027
-0.78166,-0.046211,-0.26667
0.013166,-1.3897,-0.70404
-2.0311,-2.4242,-1.6267
-0.064949,-0.23164,0.12598
-1.6071,-0.47533,-1.0567
-1.0845,0.9765,-0.50318
-0.44299,-1.0359,-0.72071
0.55661,1.6802,-0.40207
-0.69489,-0.097625,0.17457
-1.3825,-1.4907,-1.683
-0.27697,-0.32994,0.91579
-0.10993,0.62033,0.86162
-1.0729,-0.63242,-0.78448
0.30541,-0.41085,-0.58982
1.9569,1.9369,-0.47869
0.046211,0.35714,-0.52825
0.83416,-0.014783,-0.43079
-0.42699,-0.16333,1.0418
0.99983,-1.4686,0.70463
-0.5868,1.1478,-1.5625
0.60695,-0.40408,-1.8222
-1.2258,-0.79205,-0.89732
0.1346,-1.1162,-0.25233
0.93815,-0.56689,-0.51027
1.397,0.66261,1.8067
