IDP_dMRI_TBSS_OD_Body_of_corpus_callosum, Cluster_7, 0.056486
IDP_dMRI_TBSS_OD_Anterior_limb_of_internal_capsule_R, Cluster_7, 0.049396
IDP_dMRI_TBSS_OD_Anterior_limb_of_internal_capsule_L, Cluster_7, 0.050275
IDP_dMRI_TBSS_OD_Anterior_corona_radiata_R, Cluster_7, 0.052192
IDP_dMRI_TBSS_OD_Anterior_corona_radiata_L, Cluster_7, 0.052557
IDP_dMRI_TBSS_OD_Cingulum_cingulate_gyrus_R, Cluster_7, 0.059393
IDP_dMRI_TBSS_OD_Cingulum_cingulate_gyrus_L, Cluster_7, 0.059237
IDP_dMRI_TBSS_OD_Superior_fronto-occipital_fasciculus_R, Cluster_7, 0.034797
IDP_dMRI_TBSS_OD_Superior_fronto-occipital_fasciculus_L, Cluster_7, 0.037171
IDP_dMRI_ProbtrackX_OD_cgc_l, Cluster_7, 0.040885
IDP_dMRI_ProbtrackX_OD_cgc_r, Cluster_7, 0.042402
rfMRI connectivity (ICA25 edge 11), Cluster_7, 0.020048
rfMRI connectivity (ICA25 edge 22), Cluster_7, 0.019750
rfMRI connectivity (ICA25 edge 82), Cluster_7, 0.021164
rfMRI connectivity (ICA25 edge 99), Cluster_7, 0.024037
rfMRI connectivity (ICA25 edge 117), Cluster_7, 0.024317
rfMRI connectivity (ICA25 edge 123), Cluster_7, 0.020514
rfMRI connectivity (ICA25 edge 179), Cluster_7, 0.023378
rfMRI connectivity (ICA25 edge 202), Cluster_7, 0.022250
rfMRI connectivity (ICA100 edge 30), Cluster_7, 0.020927
rfMRI connectivity (ICA100 edge 45), Cluster_7, 0.019380
rfMRI connectivity (ICA100 edge 92), Cluster_7, 0.021816
rfMRI connectivity (ICA100 edge 134), Cluster_7, 0.022014
rfMRI connectivity (ICA100 edge 167), Cluster_7, 0.021819
rfMRI connectivity (ICA100 edge 173), Cluster_7, 0.020643
rfMRI connectivity (ICA100 edge 228), Cluster_7, 0.019892
rfMRI connectivity (ICA100 edge 245), Cluster_7, 0.023453
rfMRI connectivity (ICA100 edge 264), Cluster_7, 0.020153
rfMRI connectivity (ICA100 edge 287), Cluster_7, 0.019609
rfMRI connectivity (ICA100 edge 442), Cluster_7, 0.021054
rfMRI connectivity (ICA100 edge 467), Cluster_7, 0.021448
